Id,Label,Weight,color,Type
3419,Michael Nyman,5.6186630583855796e-05,D,Directed
3420,Tony Williams,5.627535952574491e-05,D,Directed
3421,Tomahawk,5.629805503855769e-05,D,Directed
3422,Paul Thorn,5.630339497143697e-05,D,Directed
3423,The Headhunters,5.6310216504425114e-05,D,Directed
3424,'Til Tuesday,5.6316799551399475e-05,D,Directed
3425,Hamza el Din,5.63170599738259e-05,D,Directed
3426,Julio Iglesias,5.637623228044269e-05,D,Directed
3427,Ultravox,5.6400828232991225e-05,D,Directed
3428,Mary Martin,5.642491621618926e-05,D,Directed
3429,Bay City Rollers,5.6475542657521285e-05,D,Directed
3430,Ladytron,5.651343153183892e-05,D,Directed
3431,Paul McCartney,5.6607567064914795e-05,D,Directed
3432,Taking Back Sunday,5.6667246310460585e-05,D,Directed
3433,Jagjit Singh,5.670974719450584e-05,D,Directed
3434,Someone Still Loves You Boris Yeltsin,5.675253726279487e-05,D,Directed
3435,Fleurie,5.6755039910602005e-05,D,Directed
3436,Saint Etienne,5.6756197036378055e-05,D,Directed
3437,Chastity Belt,5.675933518279885e-05,D,Directed
3438,Florence + the Machine,5.6841260007650725e-05,D,Directed
3439,Stevie Ray Vaughan,5.69092684077717e-05,D,Directed
3440,MFSB,5.704000538793104e-05,D,Directed
3441,Jeff Buckley,5.7048303443692055e-05,D,Directed
3442,Tom Lehrer,5.70490326759374e-05,D,Directed
3443,Freestyle,5.7115806552111196e-05,D,Directed
3444,The Temper Trap,5.712959747040146e-05,D,Directed
3445,Mtume,5.713842569515879e-05,D,Directed
3446,Celtic Woman,5.7180054346923966e-05,D,Directed
3447,Spinal Tap,5.722870306627754e-05,D,Directed
3448,Los Huracanes del Norte,5.7270625329226984e-05,D,Directed
3449,John Entwistle,5.729977968939584e-05,D,Directed
3450,Flyleaf,5.737360441397657e-05,D,Directed
3451,U-Roy,5.738300567914397e-05,D,Directed
3452,Kaleidoscope,5.738591191377618e-05,D,Directed
3453,Paul Williams,5.746369265350711e-05,D,Directed
3454,Jon B.,5.7471264367816097e-05,D,Directed
3455,Andrea Bocelli,5.755108471979659e-05,D,Directed
3456,Backstreet Boys,5.755271136084937e-05,D,Directed
3457,Tad,5.757445435484246e-05,D,Directed
3458,The Highway Q.C.'s,5.7649564194953306e-05,D,Directed
3459,Minnie Riperton,5.765424159011013e-05,D,Directed
3460,Sonny & Cher,5.768590166127312e-05,D,Directed
3461,Frankie Paul,5.769067975321159e-05,D,Directed
3462,Sarah McLachlan,5.782523506021741e-05,D,Directed
3463,Ryan Leslie,5.784200533661741e-05,D,Directed
3464,Lord Creator,5.785302127996856e-05,D,Directed
3465,Tommy Bolin,5.788016984811166e-05,D,Directed
3466,MercyMe,5.790872372053897e-05,D,Directed
3467,Seven Mary Three,5.7924361799836994e-05,D,Directed
3468,Hot Tuna,5.7930738507286583e-05,D,Directed
3469,Queen,5.796532463705312e-05,D,Directed
3470,Chris LeDoux,5.802638453500523e-05,D,Directed
3471,Midlake,5.804225450304632e-05,D,Directed
3472,"Dave Dee, Dozy, Beaky, Mick & Tich",5.804893387213087e-05,D,Directed
3473,Jamiroquai,5.805044498365562e-05,D,Directed
3474,Charlie Parker,5.805091508385458e-05,D,Directed
3475,Tullycraft,5.8074955322438764e-05,D,Directed
3476,Buddy Clark,5.819606711512033e-05,D,Directed
3477,Grant Green,5.826340645423299e-05,D,Directed
3478,Cherrelle,5.8274909646841634e-05,D,Directed
3479,Randy Waldman,5.832469654019371e-05,D,Directed
3480,Jonathan Richman,5.8359545790931264e-05,D,Directed
3481,Chris Whitley,5.842121703636033e-05,D,Directed
3482,The Jon Spencer Blues Explosion,5.846180706554227e-05,D,Directed
3483,JÃ³hann JÃ³hannsson,5.8499374639911796e-05,D,Directed
3484,Al Green,5.862026870966311e-05,D,Directed
3485,Joan Jett & the Blackhearts,5.864944066227646e-05,D,Directed
3486,D.J. Rogers,5.875178939142588e-05,D,Directed
3487,Pepper Adams,5.884787420992436e-05,D,Directed
3488,Bloodstone,5.886898174371638e-05,D,Directed
3489,Barclay James Harvest,5.888969542286485e-05,D,Directed
3490,Big Brother & the Holding Company,5.8897504560294636e-05,D,Directed
3491,Martha Wash,5.908460044689518e-05,D,Directed
3492,Raury,5.915722370506e-05,D,Directed
3493,Sugar Ray,5.916534585653781e-05,D,Directed
3494,Rhonda Vincent,5.9230395363249965e-05,D,Directed
3495,David Cross,5.9325575861773e-05,D,Directed
3496,The Bird and the Bee,5.9354962506678026e-05,D,Directed
3497,Don Chezina,5.945704896295371e-05,D,Directed
3498,The Motors,5.95019769473025e-05,D,Directed
3499,The Ventures,5.9509768134128775e-05,D,Directed
3500,Sam the Sham & the Pharaohs,5.9571601577193444e-05,D,Directed
3501,Spineshank,5.960298934183407e-05,D,Directed
3502,Dick Hyman,5.9706684812281386e-05,D,Directed
3503,Morris Day,5.97153786469773e-05,D,Directed
3504,Dyke & the Blazers,5.972017968779397e-05,D,Directed
3505,Chevelle,5.9727039616077494e-05,D,Directed
3506,Real Friends,5.974524067702977e-05,D,Directed
3507,Julian Cope,5.9756668074875926e-05,D,Directed
3508,Louis Prima,5.9830547327442295e-05,D,Directed
3509,Eddie Palmieri,5.9836668986470307e-05,D,Directed
3510,Del Amitri,5.986061949260866e-05,D,Directed
3511,Liquid Liquid,5.9867442505923364e-05,D,Directed
3512,Jerry Garcia,5.9898444587945616e-05,D,Directed
3513,Elvin Jones,5.991693299533903e-05,D,Directed
3514,Kenny Drew,5.9917856819526586e-05,D,Directed
3515,Baths,5.995535377184902e-05,D,Directed
3516,The Presidents of the United States of America,5.996522503870254e-05,D,Directed
3517,The Buckinghams,5.9987522963217415e-05,D,Directed
3518,Rachelle Ferrell,6.0041985498336647e-05,D,Directed
3519,Flo & Eddie,6.0075680888424144e-05,D,Directed
3520,Tony Vega,6.0142780172413795e-05,D,Directed
3521,Millie Small,6.0194746837585624e-05,D,Directed
3522,Jon Secada,6.021377298830149e-05,D,Directed
3523,Billy Walker,6.0275490913698935e-05,D,Directed
3524,Phoenix,6.0342036992686725e-05,D,Directed
3525,John Handy,6.0379367004069e-05,D,Directed
3526,Wynonna,6.0403571000957865e-05,D,Directed
3527,El DeBarge,6.042078924698117e-05,D,Directed
3528,Michael Penn,6.044523260416036e-05,D,Directed
3529,Lisa Fischer,6.0460159901162055e-05,D,Directed
3530,Wang Chung,6.0475702500481296e-05,D,Directed
3531,Don Carlos,6.058433259505685e-05,D,Directed
3532,The Temptations,6.07660139456934e-05,D,Directed
3533,Carolyn Hester,6.081308392110075e-05,D,Directed
3534,Ozzy Osbourne,6.0940472599668746e-05,D,Directed
3535,Split Enz,6.0951554027100536e-05,D,Directed
3536,Bobby Timmons,6.11081479977286e-05,D,Directed
3537,Johnnie Ray,6.112488887251092e-05,D,Directed
3538,Man Parrish,6.114268373791061e-05,D,Directed
3539,CÃ©line Dion,6.120683910192807e-05,D,Directed
3540,The Outsiders,6.124302442003927e-05,D,Directed
3541,Slim,6.124744603873724e-05,D,Directed
3542,Children of Bodom,6.124969148566504e-05,D,Directed
3543,Glenn Gould,6.128771551724139e-05,D,Directed
3544,Bill Anderson,6.128771551724139e-05,D,Directed
3545,Buckcherry,6.132156334437079e-05,D,Directed
3546,J.B. Lenoir,6.138049495318705e-05,D,Directed
3547,Mother Maybelle Carter,6.169221309927167e-05,D,Directed
3548,Vicki Sue Robinson,6.173739451798514e-05,D,Directed
3549,The Subways,6.181834253399493e-05,D,Directed
3550,Fad Gadget,6.183658194678024e-05,D,Directed
3551,Arcade Fire,6.188412954980844e-05,D,Directed
3552,Memphis May Fire,6.18965444146072e-05,D,Directed
3553,Sandy Denny,6.202648529186237e-05,D,Directed
3554,The Jesus and Mary Chain,6.205100574712644e-05,D,Directed
3555,Asia,6.208904897945532e-05,D,Directed
3556,Son Seals,6.210075378340206e-05,D,Directed
3557,Ennio Morricone,6.212794113323811e-05,D,Directed
3558,Hugh Mundell,6.213221643109167e-05,D,Directed
3559,Bad English,6.214998608682702e-05,D,Directed
3560,AFI,6.216104972201588e-05,D,Directed
3561,The Bottle Rockets,6.21629138633994e-05,D,Directed
3562,Monty Alexander,6.216899582682941e-05,D,Directed
3563,Joe Bonamassa,6.222517210696854e-05,D,Directed
3564,Reba McEntire,6.235689087695204e-05,D,Directed
3565,Freddie McGregor,6.235715337284657e-05,D,Directed
3566,Glass Candy,6.236115218452022e-05,D,Directed
3567,Ferrante & Teicher,6.236310593758882e-05,D,Directed
3568,Badly Drawn Boy,6.238598590073569e-05,D,Directed
3569,Los Fabulosos Cadillacs,6.239424089562926e-05,D,Directed
3570,Terry Jacks,6.248352543794831e-05,D,Directed
3571,Hurt,6.252825973915137e-05,D,Directed
3572,The Electric Prunes,6.257087232056433e-05,D,Directed
3573,12 Stones,6.261312825569847e-05,D,Directed
3574,Seal,6.261475414633268e-05,D,Directed
3575,Roger Miller,6.268808983171506e-05,D,Directed
3576,Mindless Self Indulgence,6.269854850280146e-05,D,Directed
3577,Another Bad Creation,6.27877922549899e-05,D,Directed
3578,Let's Active,6.286643009436316e-05,D,Directed
3579,Deacon Blue,6.293630112930341e-05,D,Directed
3580,Dave Van Ronk,6.299740753076706e-05,D,Directed
3581,My Morning Jacket,6.31391029642349e-05,D,Directed
3582,Control,6.314817591898596e-05,D,Directed
3583,Mott the Hoople,6.317060973706025e-05,D,Directed
3584,Cassie,6.319029438885709e-05,D,Directed
3585,Dallas Holm,6.319594109195403e-05,D,Directed
3586,Richard Pryor,6.323221400685844e-05,D,Directed
3587,Clay Walker,6.326749955100575e-05,D,Directed
3588,Broken Bells,6.33361383535135e-05,D,Directed
3589,Johnny Ace,6.347800434402657e-05,D,Directed
3590,Tommy Flanagan,6.351189527696665e-05,D,Directed
3591,Dion & the Belmonts,6.353913788559642e-05,D,Directed
3592,Boney M.,6.355511299148475e-05,D,Directed
3593,Terry Allen,6.361167906346567e-05,D,Directed
3594,Keith Hudson,6.364574933341654e-05,D,Directed
3595,The Crusaders,6.364728325703256e-05,D,Directed
3596,New Grass Revival,6.371481502092639e-05,D,Directed
3597,Belanova,6.37539742378445e-05,D,Directed
3598,George Martin,6.375813395480799e-05,D,Directed
3599,Dicks,6.375852058291649e-05,D,Directed
3600,Cher,6.376315785113655e-05,D,Directed
3601,Tegan and Sara,6.376854132663759e-05,D,Directed
3602,Club Nouveau,6.383907044000232e-05,D,Directed
3603,MÃ¶tley CrÃ¼e,6.38572329119607e-05,D,Directed
3604,Leo Kottke,6.391969436611126e-05,D,Directed
3605,Play,6.394002533878539e-05,D,Directed
3606,Charlie Ventura,6.398472837256286e-05,D,Directed
3607,Turtle Island String Quartet,6.401040443454887e-05,D,Directed
3608,Mark Chesnutt,6.405639447516401e-05,D,Directed
3609,Shalamar,6.412193192171603e-05,D,Directed
3610,The Pied Pipers,6.416572623428485e-05,D,Directed
3611,Martina McBride,6.41749279219931e-05,D,Directed
3612,Dinosaur Jr.,6.420574881442672e-05,D,Directed
3613,Lola BeltrÃ¡n,6.427861433014437e-05,D,Directed
3614,Tink,6.429017816934376e-05,D,Directed
3615,Born of Osiris,6.432152622112165e-05,D,Directed
3616,Palomo,6.44338227554936e-05,D,Directed
3617,Blonde Redhead,6.446774704411752e-05,D,Directed
3618,Harold Budd,6.455009937957144e-05,D,Directed
3619,Alan Lomax,6.464940067251799e-05,D,Directed
3620,Eddie Rabbitt,6.468080916820378e-05,D,Directed
3621,The Edge,6.471089184066014e-05,D,Directed
3622,The Pointer Sisters,6.476747064734239e-05,D,Directed
3623,Oscar Peterson,6.487672280063446e-05,D,Directed
3624,Clap Your Hands Say Yeah,6.487709678925933e-05,D,Directed
3625,TLC,6.491073670053722e-05,D,Directed
3626,Yes,6.492479511077373e-05,D,Directed
3627,Max Romeo,6.496216093626016e-05,D,Directed
3628,Kevin Lyttle,6.498413017522459e-05,D,Directed
3629,The Bellamy Brothers,6.506642154540862e-05,D,Directed
3630,Dane Cook,6.508852556219366e-05,D,Directed
3631,TiÃ«sto,6.510416666666668e-05,D,Directed
3632,Men of Standard,6.510416666666668e-05,D,Directed
3633,David Sanborn,6.516063402263509e-05,D,Directed
3634,X Japan,6.519063401597419e-05,D,Directed
3635,A*M*E,6.543653654033677e-05,D,Directed
3636,Hoyt Axton,6.544060010865743e-05,D,Directed
3637,The Avalanches,6.551141012651697e-05,D,Directed
3638,Grandaddy,6.55566887315271e-05,D,Directed
3639,Hank Thompson,6.563609663475337e-05,D,Directed
3640,Against All Authority,6.569086053092208e-05,D,Directed
3641,Esther Phillips,6.57385626939866e-05,D,Directed
3642,Best Coast,6.583646156541802e-05,D,Directed
3643,Metallica,6.583776420893706e-05,D,Directed
3644,Nat King Cole,6.589011721739597e-05,D,Directed
3645,Annihilator,6.591177990072351e-05,D,Directed
3646,Connie Smith,6.596676893362494e-05,D,Directed
3647,Don Byas,6.598514496819771e-05,D,Directed
3648,Wynton Marsalis,6.608524126094277e-05,D,Directed
3649,Roy Clark,6.60929551049337e-05,D,Directed
3650,James Morrison,6.61893232443875e-05,D,Directed
3651,Rick Derringer,6.621362110452165e-05,D,Directed
3652,Chico CÃ©sar,6.622488159054916e-05,D,Directed
3653,The Vogues,6.626178973008393e-05,D,Directed
3654,a-ha,6.630630374754385e-05,D,Directed
3655,Neu!,6.630816734557227e-05,D,Directed
3656,Kylie Minogue,6.633470099414525e-05,D,Directed
3657,Jane Child,6.635590999200944e-05,D,Directed
3658,Reef,6.63967889802287e-05,D,Directed
3659,Gin Blossoms,6.643660017549766e-05,D,Directed
3660,Pedro Infante,6.648954201992545e-05,D,Directed
3661,Spiritualized,6.653053369644723e-05,D,Directed
3662,Chris Hillman,6.657746423402206e-05,D,Directed
3663,Shinyribs,6.661382739770499e-05,D,Directed
3664,Danny Thompson,6.674259120240709e-05,D,Directed
3665,Blitzen Trapper,6.674524972181972e-05,D,Directed
3666,French Kicks,6.677066636527386e-05,D,Directed
3667,The Wilburn Brothers,6.678050385885616e-05,D,Directed
3668,Hot Rize,6.681996994108176e-05,D,Directed
3669,Tony! Toni! TonÃ©!,6.688653247109105e-05,D,Directed
3670,Lucero,6.705049365088185e-05,D,Directed
3671,Phantom Planet,6.707284446158906e-05,D,Directed
3672,Junior Mance,6.715558551154944e-05,D,Directed
3673,Otis Redding,6.728859976675058e-05,D,Directed
3674,Living Colour,6.732413539832045e-05,D,Directed
3675,Russ Taff,6.732465269751249e-05,D,Directed
3676,Screeching Weasel,6.735379336823976e-05,D,Directed
3677,Bob Berg,6.736265572109718e-05,D,Directed
3678,Barry Manilow,6.737656239859066e-05,D,Directed
3679,Sutton Foster,6.73927617138298e-05,D,Directed
3680,Tribal Seeds,6.741662224647065e-05,D,Directed
3681,Johnny Mathis,6.745223096843344e-05,D,Directed
3682,Skin Yard,6.747116106876346e-05,D,Directed
3683,Steps,6.748407886144712e-05,D,Directed
3684,Nightmares on Wax,6.749079719707077e-05,D,Directed
3685,Howlin' Wolf,6.752664697367635e-05,D,Directed
3686,Wreckless Eric,6.766936175421634e-05,D,Directed
3687,Together PANGEA,6.771563764521806e-05,D,Directed
3688,Poi Dog Pondering,6.781204159921198e-05,D,Directed
3689,Vanessa Hudgens,6.793897541919458e-05,D,Directed
3690,Jo Stafford,6.798723272806551e-05,D,Directed
3691,Paul Gonsalves,6.80025049137286e-05,D,Directed
3692,Spragga Benz,6.808368861229772e-05,D,Directed
3693,Beck,6.8098555453093e-05,D,Directed
3694,Jaheim,6.818500729297243e-05,D,Directed
3695,Roger Waters,6.832444694541243e-05,D,Directed
3696,The Mavericks,6.834326885286503e-05,D,Directed
3697,Peter Murphy,6.837487667286263e-05,D,Directed
3698,Joni Mitchell,6.842660159289285e-05,D,Directed
3699,Anberlin,6.845514573308152e-05,D,Directed
3700,Otis Rush,6.848377425989281e-05,D,Directed
3701,The Disco Biscuits,6.850906963503186e-05,D,Directed
3702,Spanky & Our Gang,6.853232385554111e-05,D,Directed
3703,Webb Pierce,6.857955550178973e-05,D,Directed
3704,Rahsaan Patterson,6.858389231246826e-05,D,Directed
3705,Little Dragon,6.865263465704878e-05,D,Directed
3706,Bidu SayÃ£o,6.870382947881572e-05,D,Directed
3707,Marisa Monte,6.873077331725176e-05,D,Directed
3708,Sponge,6.882086573575036e-05,D,Directed
3709,Deodato,6.886467328669777e-05,D,Directed
3710,Betty Buckley,6.889069991886023e-05,D,Directed
3711,Immature,6.892061781609196e-05,D,Directed
3712,Johnny Kidd & the Pirates,6.892061781609197e-05,D,Directed
3713,John Fogerty,6.900226504572783e-05,D,Directed
3714,Scientist,6.921147948661994e-05,D,Directed
3715,Screamin' Jay Hawkins,6.923784668415863e-05,D,Directed
3716,Michael Ruff,6.935609582151205e-05,D,Directed
3717,The Toasters,6.945173244003942e-05,D,Directed
3718,The Psychedelic Furs,6.945423903161215e-05,D,Directed
3719,Cornelius Brothers & Sister Rose,6.946139377947343e-05,D,Directed
3720,John Klemmer,6.949716519983792e-05,D,Directed
3721,Jimmy Giuffre,6.957600203529102e-05,D,Directed
3722,Silvio RodrÃ­guez,6.962884179432925e-05,D,Directed
3723,The Whispers,6.966389898641426e-05,D,Directed
3724,The Subdudes,6.975928261647662e-05,D,Directed
3725,Coralie ClÃ©ment,6.984905889727305e-05,D,Directed
3726,Michael Kiwanuka,6.98848547520921e-05,D,Directed
3727,FranÃ§oise Hardy,6.997670727790993e-05,D,Directed
3728,Barney Kessel,7.003521134455952e-05,D,Directed
3729,Dru Hill,7.015026551391394e-05,D,Directed
3730,Deana Carter,7.032948576985958e-05,D,Directed
3731,The Wailers,7.034283722483017e-05,D,Directed
3732,Tab Benoit,7.035429151567455e-05,D,Directed
3733,Alpha Blondy,7.039245573470384e-05,D,Directed
3734,Syl Johnson,7.042355574639046e-05,D,Directed
3735,The Connection,7.047773930089295e-05,D,Directed
3736,Jennifer Paige,7.049565495136915e-05,D,Directed
3737,Gustavo Cerati,7.055370486040653e-05,D,Directed
3738,The Animals,7.067658093789103e-05,D,Directed
3739,Further Seems Forever,7.068197529703096e-05,D,Directed
3740,North Mississippi Allstars,7.077269600669407e-05,D,Directed
3741,Trouble,7.081801804979703e-05,D,Directed
3742,Mark Ronson,7.082991046866222e-05,D,Directed
3743,Status Quo,7.0866779440539e-05,D,Directed
3744,Thrice,7.089912799629604e-05,D,Directed
3745,Midtown,7.093378173855233e-05,D,Directed
3746,Franz Waxman,7.099968984379402e-05,D,Directed
3747,Sky,7.110629908870116e-05,D,Directed
3748,Kashif,7.114132911024827e-05,D,Directed
3749,Chumbawamba,7.115492786766709e-05,D,Directed
3750,The Coral,7.124365824358325e-05,D,Directed
3751,Jill Scott,7.127064268828298e-05,D,Directed
3752,Calle 13,7.127409602490422e-05,D,Directed
3753,Rocket from the Crypt,7.135067404466663e-05,D,Directed
3754,Duncan Sheik,7.13597631130199e-05,D,Directed
3755,Gladys Knight,7.141065344986302e-05,D,Directed
3756,The Gourds,7.142220097314963e-05,D,Directed
3757,One OK Rock,7.154999269527718e-05,D,Directed
3758,Gretchen Wilson,7.155585286803522e-05,D,Directed
3759,Candi Staton,7.158310969425553e-05,D,Directed
3760,Lone Justice,7.164018851196064e-05,D,Directed
3761,Natural Child,7.164858418330641e-05,D,Directed
3762,Son Volt,7.1696383334568e-05,D,Directed
3763,Feist,7.174182448073343e-05,D,Directed
3764,Lord Invader,7.176324748472513e-05,D,Directed
3765,Sonny Bono,7.180453503104683e-05,D,Directed
3766,Bobby Sherman,7.185159660028797e-05,D,Directed
3767,Jack Jones,7.190421152962987e-05,D,Directed
3768,Terrance Simien,7.190821239338449e-05,D,Directed
3769,Cut Copy,7.215161325359296e-05,D,Directed
3770,Robert Goulet,7.216603252524287e-05,D,Directed
3771,Clannad,7.216793623926949e-05,D,Directed
3772,Sasha,7.223463195739975e-05,D,Directed
3773,Marty Stuart,7.224552160809081e-05,D,Directed
3774,Kitty Kallen,7.22912079809949e-05,D,Directed
3775,Loretta Lynn,7.229953089655462e-05,D,Directed
3776,Chemlab,7.237629218287643e-05,D,Directed
3777,Tye Tribbett,7.241476382028236e-05,D,Directed
3778,Mecano,7.243136962669405e-05,D,Directed
3779,Keith Washington,7.244877342293215e-05,D,Directed
3780,Poe,7.25237930496821e-05,D,Directed
3781,Ed Bruce,7.255593589310349e-05,D,Directed
3782,Norman Greenbaum,7.258279551863094e-05,D,Directed
