Id,Label,Weight,color,modularity_class
5009,Midnight Star,0,u,46
5010,The Radio Dept.,0,u,46
5011,The Postal Service,4,u,46
5012,The Romantics,0,u,46
5013,The Producers,0,u,46
5014,Mike Reid,0,u,46
5015,Band of Horses,1,u,46
5016,Los Secretos,0,u,46
5017,Otep,0,u,46
5018,The Saw Doctors,0,u,46
5019,(hed) p.e.,0,u,46
5020,Werly Fairburn,1,v,47
5021,Alice Smith,0,p,41
5022,Bat for Lashes,0,j,35
5023,Hans Zimmer,3,u,46
5024,Geoff Zanelli,0,u,46
5025,Gnarls Barkley,2,u,46
5026,Christian Finnegan,0,u,46
5027,The Sword,0,u,46
5028,Mayday Parade,0,u,46
5029,Further Seems Forever,1,v,47
5030,The Knocks,0,u,46
5031,Someone Still Loves You Boris Yeltsin,0,u,46
5032,4 Non Blondes,1,u,46
5033,The Thermals,1,u,46
5034,45 Grave,0,u,46
5035,A Static Lullaby,0,u,46
5036,The Tornados,0,u,46
5037,The Veldt,0,u,46
5038,The Tremeloes,1,u,46
5039,The Whites,0,v,47
5040,Alborosie,0,v,47
5041,3 Inches of Blood,0,u,46
5042,Sugababes,2,t,45
5043,Escape the Fate,0,u,46
5044,The Von Bondies,0,u,46
5045,MUTEMATH,0,p,41
5046,Thomas Newman,0,u,46
5047,Aaron Carter,1,u,46
5048,Thousand Foot Krutch,0,u,46
5049,Sunshine Anderson,0,u,46
5050,Therapy?,0,u,46
5051,Monifah,0,u,46
5052,Thunder,0,u,46
5053,Adiemus,0,u,46
5054,Armor for Sleep,0,u,46
5055,Moxy FrÃ¼vous,0,u,46
5056,Tim Hecker,0,u,46
5057,Tom Cochrane,0,u,46
5058,Alan Silvestri,0,u,46
5059,Kaiser Chiefs,0,u,46
5060,Brass Construction,0,u,46
5061,Akon,2,u,46
5062,Alannah Myles,0,u,46
5063,Brant Bjork,0,u,46
5064,Brad Mehldau,0,u,46
5065,Breaking Benjamin,0,u,46
5066,Brian Kennedy,0,u,46
5067,N'Dea Davenport,0,u,46
5068,Musical Youth,0,u,46
5069,Musiq Soulchild,2,u,46
5070,Cornelius Brothers & Sister Rose,1,v,47
5071,Heather Headley,0,u,46
5072,Tommy Edwards,0,u,46
5073,Mychael Danna,0,u,46
5074,Tom Robinson Band,1,v,47
5075,Broadcast,1,l,37
5076,Toninho Horta,0,u,46
5077,The Brothers Four,0,v,47
5078,The Easy Riders,1,v,47
5079,Black Moth Super Rainbow,0,u,46
5080,Mr. Vegas,0,u,46
5081,A Day to Remember,0,Q,16
5082,Sunny Sweeney,0,u,46
5083,Holly Dunn,1,v,47
5084,Mandisa,0,u,46
5085,Streetlight Manifesto,0,Q,16
5086,Morton Feldman,0,v,47
5087,Georges Delerue,0,u,46
5088,Leona Lewis,1,u,46
5089,Guster,0,u,46
5090,George Lopez,0,u,46
5091,Candy Dulfer,0,u,46
5092,Calvin Harris,3,g,32
5093,Wilbert Harrison,1,v,47
5094,Calvin Richardson,0,u,46
5095,Giant,0,u,46
5096,Gomez,0,h,33
5097,Giorgia,0,u,46
5098,Girls,0,u,46
5099,Goldrush,0,u,46
5100,Giuffria,0,u,46
5101,Hank Cochran,0,v,47
5102,Glass Tiger,0,u,46
5103,Harvey Danger,0,u,46
5104,Dan Bern,0,l,37
5105,Mali Music,0,v,47
5106,Goldfrapp,2,F,5
5107,Nick Cave & the Bad Seeds,1,v,47
5108,Dan the Automator,0,u,46
5109,Danger Danger,0,u,46
5110,Daniel Bedingfield,0,u,46
5111,Man Man,0,h,33
5112,Marc Johnson,0,u,46
5113,Herb Alpert & the Tijuana Brass,0,v,47
5114,Henry Gross,0,u,46
5115,Marah,0,u,46
5116,Darius Rucker,0,u,46
5117,Alter Bridge,0,u,46
5118,Hiroshima,0,u,46
5119,Dave Barnes,0,u,46
5120,Dave Dudley,0,u,46
5121,Zack de la Rocha,0,u,46
5122,Vanessa Hudgens,0,u,46
5123,Dirty Pretty Things,0,u,46
5124,The Veronicas,0,u,46
5125,Tommy Trash,0,u,46
5126,Beirut,0,u,46
5127,Rodrigo Amarante,0,u,46
5128,The Wonder Years,1,u,46
5129,Comeback Kid,1,v,47
5130,DÃ¢m-Funk,1,u,46
5131,Mtume,1,v,47
5132,The Red Jumpsuit Apparatus,0,u,46
5133,Teddybears,0,u,46
5134,Freur,0,u,46
5135,Donell Jones,1,u,46
5136,From Autumn to Ashes,0,u,46
5137,Frou Frou,0,o,40
5138,The White Tie Affair,0,u,46
5139,Justin Nozuka,0,u,46
5140,Fleet Foxes,1,u,46
5141,Foals,1,u,46
5142,Kodomo,0,u,46
5143,Little Dragon,0,F,5
5144,Duffy,0,u,46
5145,Forever the Sickest Kids,0,u,46
5146,Sharon Jones,0,u,46
5147,Lady Gaga,3,t,45
5148,Lykke Li,0,u,46
5149,Selena Gomez,0,u,46
5150,Demi Lovato,1,t,45
5151,The Ting Tings,0,U,20
5152,The War on Drugs,0,u,46
5153,Karina,0,u,46
5154,Rev Theory,0,u,46
5155,Beach House,0,W,22
5156,Bingo Players,0,u,46
5157,3OH!3,0,u,46
5158,Black Kids,0,u,46
5159,Delta Spirit,0,u,46
5160,Crystal Shawanda,0,u,46
5161,Noah and the Whale,0,u,46
5162,White Lies,0,u,46
5163,Friendly Fires,0,u,46
5164,Jake Owen,2,u,46
5165,Passion Pit,0,u,46
5166,Bag Raiders,0,u,46
5167,STRFKR,0,u,46
5168,El Guincho,0,u,46
5169,Hey Monday,0,u,46
5170,The Script,1,u,46
5171,Never Shout Never,0,u,46
5172,Matt Simons,0,u,46
5173,The-Dream,3,u,46
5174,Colt Ford,1,u,46
5175,LMFAO,1,u,46
5176,Bruno Mars,2,l,37
5177,Stacy Barthe,0,u,46
5178,Jigsaw,0,u,46
5179,Cash Cash,1,u,46
5180,Vengaboys,1,v,47
5181,ATB,1,v,47
5182,The Lonely Island,0,u,46
5183,Melanie Fiona,0,u,46
5184,Wavves,0,u,46
5185,Shinyribs,0,u,46
5186,Ida Maria,0,p,41
5187,Cage the Elephant,0,u,46
5188,Kristinia DeBarge,0,t,45
5189,La Roux,0,u,46
5190,Mumford & Sons,1,u,46
5191,Matthew Halsall,0,u,46
5192,Lukas Nelson,0,u,46
5193,Nils Frahm,0,u,46
5194,The Alan Parsons Project,0,u,46
5195,Max Frost,0,u,46
5196,Laura Bell Bundy,0,u,46
5197,Ideal,0,u,46
5198,Louis and Bebe Barron,0,v,47
5199,Chris Young,0,u,46
5200,Sheppard,0,u,46
5201,Parkway Drive,0,u,46
5202,Passenger,0,u,46
5203,Slim,1,u,46
5204,Karnivool,1,u,46
5205,Christopher Tin,0,v,47
5206,Jerrod Niemann,0,u,46
5207,Cate Le Bon,0,m,38
5208,Daniel Tosh,0,u,46
5209,Josh Ward,0,u,46
5210,Wisin & Yandel,1,u,46
5211,Chino & Nacho,0,v,47
5212,Tribal Seeds,0,u,46
5213,Santigold,0,H,7
5214,Daya,0,u,46
5215,Tori Kelly,1,v,47
5216,Jeremih,0,u,46
5217,Trin-i-tee 5:7,0,u,46
5218,Nosaj Thing,1,u,46
5219,Brett Young,0,u,46
5220,Miike Snow,0,u,46
5221,She & Him,0,u,46
5222,Asking Alexandria,0,u,46
5223,Jesse Boykins III,0,u,46
5224,Best Coast,0,u,46
5225,Ellie Goulding,0,W,22
5226,Florence + the Machine,2,f,31
5227,Oneohtrix Point Never,0,u,46
5228,Easton Corbin,1,u,46
5229,Daley,0,u,46
5230,Kat Graham,0,u,46
5231,The Pretty Reckless,0,u,46
5232,Swedish House Mafia,2,u,46
5233,Mike Posner,0,u,46
5234,Future Islands,0,u,46
5235,Moe Bandy & Joe Stampley,0,v,47
5236,Mulatu Astatke,0,u,46
5237,Andy Grammer,0,u,46
5238,X Japan,0,u,46
5239,Elevation Worship,0,u,46
5240,The Cab,0,u,46
5241,Rationale,0,u,46
5242,Deer Tick,0,h,33
5243,The Dap-Kings Horns,0,u,46
5244,William Michael Morgan,0,u,46
5245,Teyana Taylor,0,u,46
5246,Kurt Vile,0,u,46
5247,Cory Morrow,1,v,47
5248,Josh Abbott Band,0,u,46
5249,One OK Rock,0,u,46
5250,Tame Impala,0,u,46
5251,Fever Ray,0,j,35
5252,Local Natives,1,u,46
5253,Surface,1,v,47
5254,Kevin Lyttle,0,u,46
5255,Broken Bells,0,u,46
5256,Major Lazer,0,u,46
5257,Imagine Dragons,0,u,46
5258,Kevin Morby,0,u,46
5259,Them Crooked Vultures,0,u,46
5260,Sleigh Bells,1,u,46
5261,The Summer Set,0,u,46
5262,Sir Charles Jones,0,u,46
5263,"Defiance, Ohio",0,v,47
5264,The SteelDrivers,0,u,46
5265,The Temper Trap,0,u,46
5266,Laura Marling,0,o,40
5267,The Bloody Beetroots,0,j,35
5268,Carly Rae Jepsen,0,u,46
5269,Katie Herzig,2,v,47
5270,The Glitch Mob,0,u,46
5271,Travis Greene,0,u,46
5272,CHAPPO,0,u,46
5273,Rita Ora,0,u,46
5274,Rend Collective,0,u,46
5275,Phantogram,0,G,6
5276,Fun.,0,u,46
5277,Hot Chelle Rae,0,o,40
5278,The Civil Wars,0,u,46
5279,Washed Out,0,u,46
5280,Toro y Moi,0,u,46
5281,Two Door Cinema Club,0,u,46
5282,Verse Simmonds,0,u,46
5283,Boyce Avenue,0,u,46
5284,Justin Bieber,1,u,46
5285,Ariana Grande,0,u,46
5286,Lincoln,0,u,46
5287,Grimes,1,p,41
5288,Stateless,0,E,4
5289,Curtis Grimes,0,u,46
5290,Sky Ferreira,0,u,46
5291,Skrillex,1,u,46
5292,Terrace Martin,0,u,46
5293,Frank Reyes,1,v,47
5294,Romeo Santos,0,u,46
5295,Camilo Sesto,1,v,47
5296,RaulÃ­n RodrÃ­guez,1,v,47
5297,Seasons After,0,u,46
5298,The Band Perry,0,u,46
5299,Eric Bellinger,0,u,46
5300,Of Mice & Men,0,u,46
5301,Emmure,1,v,47
5302,Eric Paslay,0,u,46
5303,K. Michelle,0,u,46
5304,Eric Prydz,1,v,47
5305,Avicii,2,u,46
5306,Benny Benassi,1,v,47
5307,Nick Jonas & the Administration,0,u,46
5308,Small Black,0,u,46
5309,Allstar Weekend,0,u,46
5310,Neon Trees,0,u,46
5311,Twenty One Pilots,0,u,46
5312,Charles Bradley,0,u,46
5313,Tink,0,u,46
5314,Thundercat,0,u,46
5315,Baths,0,p,41
5316,James Blake,2,u,46
5317,JÃ³nsi,0,u,46
5318,Lianne La Havas,0,u,46
5319,The Boys,0,u,46
5320,Perfume Genius,0,m,38
5321,Logan Mize,0,u,46
5322,Black Veil Brides,0,X,23
5323,The Head and the Heart,0,u,46
5324,The Wanted,1,u,46
5325,Blue,1,v,47
5326,Christina Perri,0,u,46
5327,Sam Smith,0,u,46
5328,Nick Jonas,0,u,46
5329,BJ the Chicago Kid,0,u,46
5330,Olly Murs,0,u,46
5331,Gigi Masin,0,u,46
5332,Twin Shadow,0,u,46
5333,Foster the People,0,u,46
5334,Disclosure,0,u,46
5335,Com Truise,0,u,46
5336,Big Time Rush,0,u,46
5337,A*Teens,1,u,46
5338,Mindless Behavior,0,u,46
5339,Canaan Smith,0,u,46
5340,Miguel,3,u,46
5341,Jonathan McReynolds,0,u,46
5342,Lord Huron,0,u,46
5343,Jamie Lawson,0,u,46
5344,Jessie Ware,0,u,46
5345,Young the Giant,0,u,46
5346,Frank Ocean,3,u,46
5347,Kimbra,0,p,41
5348,Jessie J,0,h,33
5349,Jeremy Soule,0,u,46
5350,Skylar Grey,1,u,46
5351,Kevin Garrett,0,u,46
5352,Gallant,1,u,46
5353,Absofacto,0,u,46
5354,Ed Sheeran,2,u,46
5355,Feed Me,0,u,46
5356,Cher Lloyd,0,u,46
5357,Mndsgn,0,u,46
5358,The Weeknd,2,G,6
5359,Sam Hunt,0,u,46
5360,Periphery,0,u,46
5361,Tedeschi Trucks Band,0,T,19
5362,Tyler Farr,0,u,46
5363,Jana Kramer,0,u,46
5364,Scotty McCreery,0,u,46
5365,Ronnie Dunn,1,v,47
5366,Pham,0,u,46
5367,Lorn,1,v,47
5368,Flume,2,v,47
5369,Zendaya,0,u,46
5370,Bridgit Mendler,1,v,47
5371,JhenÃ© Aiko,0,u,46
5372,The Districts,0,u,46
5373,Pistol Annies,0,u,46
5374,A Winged Victory for the Sullen,0,u,46
5375,Michael Kiwanuka,0,u,46
5376,One Direction,1,u,46
5377,Tory Lanez,0,u,46
5378,Zedd,1,u,46
5379,Lana Del Rey,0,u,46
5380,Matthew Koma,0,u,46
5381,Cole Swindell,0,u,46
5382,Elle Varner,0,u,46
5383,Kishi Bashi,0,u,46
5384,Alabama Shakes,0,u,46
5385,Steve Angello,1,v,47
5386,3LAU,0,u,46
5387,Allen Stone,0,u,46
5388,Meghan Trainor,0,h,33
5389,King Krule,1,u,46
5390,Robert Glasper Experiment,0,u,46
5391,Natural Child,0,u,46
5392,The Internet,0,u,46
5393,Electric Guest,0,u,46
5394,Little Mix,0,u,46
5395,Harry Styles,0,u,46
5396,Niall Horan,0,u,46
5397,Wild Party,0,u,46
5398,Alt-J,2,u,46
5399,WZRD,0,u,46
5400,Mac DeMarco,0,u,46
5401,The Lumineers,1,u,46
5402,Father John Misty,0,u,46
5403,Romare,0,u,46
5404,The Piano Guys,0,u,46
5405,Destructo,0,u,46
5406,Jetta,0,u,46
5407,Dan Croll,0,u,46
5408,Cherub,0,u,46
5409,Atlas Genius,0,u,46
5410,Florida Georgia Line,0,u,46
5411,Dallas Smith,0,u,46
5412,The 1975,0,u,46
5413,Northlane,0,u,46
5414,R5,0,u,46
5415,John Newman,0,u,46
5416,Becky G,0,u,46
5417,Jenni Rivera,1,v,47
5418,Crown the Empire,0,u,46
5419,Foxes,0,p,41
5420,Baauer,0,D,3
5421,Flosstradamus,1,v,47
5422,Jonn Hart,0,u,46
5423,Timeflies,0,u,46
5424,Hiatus Kaiyote,0,u,46
5425,A*M*E,0,u,46
5426,Sevyn Streeter,0,u,46
5427,Niagara,0,u,46
5428,Echosmith,0,u,46
5429,August Alsina,0,u,46
5430,Lukas Graham,0,u,46
5431,Upchurch,0,u,46
5432,Cashmere Cat,0,u,46
5433,Hudson Mohawke,1,v,47
5434,TGT,0,u,46
5435,LSG,1,v,47
5436,Lorde,0,u,46
5437,Vision,0,u,46
5438,A Great Big World,0,u,46
5439,Moose Blood,0,u,46
5440,Kat Dahlia,0,h,33
5441,Zara Larsson,0,u,46
5442,The Cadillac Three,0,u,46
5443,Real Friends,0,u,46
5444,Adrian Marcel,0,u,46
5445,Nick Hakim,0,u,46
5446,Chastity Belt,0,u,46
5447,Hozier,0,u,46
5448,Mary Lambert,0,u,46
5449,Fifth Harmony,0,u,46
5450,FKA twigs,0,H,7
5451,Together PANGEA,0,u,46
5452,The Interrupters,0,h,33
5453,Vance Joy,0,u,46
5454,Twin Forks,0,u,46
5455,George Ezra,0,h,33
5456,Bombay Bicycle Club,1,v,47
5457,Justine Skye,0,u,46
5458,SoMo,0,u,46
5459,Jordan Knight,1,v,47
5460,Daniel Caesar,0,u,46
5461,5 Seconds of Summer,0,u,46
5462,Neck Deep,0,R,17
5463,State Champs,0,u,46
5464,Phoebe Ryan,0,u,46
5465,Andra Day,0,u,46
5466,Meg Myers,0,u,46
5467,MisterWives,0,u,46
5468,Starset,0,u,46
5469,Magic!,0,u,46
5470,Big Data,0,u,46
5471,Moti,0,u,46
5472,Kehlani,0,u,46
5473,TeeFLii,0,u,46
5474,Tinashe,0,u,46
5475,Mickey Guyton,0,u,46
5476,Bando Jonez,0,u,46
5477,VEDO,0,u,46
5478,Jessie James Decker,0,u,46
5479,Anthony Lewis,0,u,46
5480,Troye Sivan,0,u,46
5481,Little May,0,u,46
5482,Shawn Mendes,0,u,46
5483,Francesco Yates,0,u,46
5484,Chase Bryant,0,u,46
5485,The Neptunes,1,v,47
5486,Kaytranada,0,v,47
5487,Karen Harding,0,u,46
5488,Raury,0,u,46
5489,Kygo,0,u,46
5490,Jackie Lee,0,u,46
5491,PVRIS,0,u,46
5492,Jordan Rakei,0,u,46
5493,Fat Freddy's Drop,1,v,47
5494,BÃ˜RNS,0,u,46
5495,Jack Garratt,0,K,10
5496,The Marcus King Band,0,u,46
5497,Charlie Puth,0,u,46
5498,Luke Kaufman,0,u,46
5499,Natalie La Rose,0,u,46
5500,LANY,0,u,46
5501,The Oh Hellos,0,u,46
5502,The Middle East,1,v,47
5503,Fleurie,0,u,46
5504,Jordan Fisher,0,u,46
5505,HONNE,0,u,46
5506,Leon Bridges,0,u,46
5507,Sarah Ross,0,u,46
5508,Bibi Bourelly,0,u,46
5509,Cheat Codes,0,u,46
5510,Nicky Romero,1,v,47
5511,Rainbow Kitten Surprise,0,u,46
5512,Camila Cabello,0,u,46
5513,Kaleo,0,u,46
5514,Jon Langston,0,u,46
5515,Izzy Bizu,0,u,46
5516,Astrid S,0,V,21
5517,Red Sun Rising,0,u,46
5518,Rotimi,0,u,46
5519,That Poppy,0,t,45
5520,Petit Biscuit,0,u,46
5521,Bryson Tiller,0,u,46
5522,Jamila Woods,0,u,46
5523,Roy Woods,0,V,21
5524,Dua Lipa,0,h,33
5525,Car Seat Headrest,0,u,46
5526,Kadhja Bonet,0,u,46
5527,Los Ãngeles Negros,1,v,47
5528,Chicano Batman,0,u,46
5529,With Confidence,0,u,46
5530,La Dispute,1,v,47
5531,Kali Uchis,0,u,46
5532,Big Thief,0,u,46
5533,James TW,0,u,46
5534,Chris Lane,0,u,46
5535,Jillian Jacqueline,0,u,46
5536,Cloves,0,u,46
5537,Luke Combs,0,u,46
5538,gnash,0,u,46
5539,Levitation Room,0,u,46
5540,Declan McKenna,0,u,46
5541,Crywank,0,u,46
5542,Sports,0,u,46
5543,Billie Eilish,0,u,46
5544,ZAYN,0,u,46
5545,CNCO,0,u,46
5546,J Balvin,1,v,47
5547,LANCO,0,u,46
5548,Ella Mai,0,u,46
5549,Noname,0,u,46
5550,Buddy Brown,0,u,46
5551,EDEN,0,u,46
5552,24hrs,0,u,46
5553,Ty Dolla $ign,1,v,47
5554,Colter Wall,0,u,46
5555,Xavier OmÃ¤r,0,u,46
5556,Midland,0,u,46
5557,Brent Faiyaz,0,u,46
5558,Jeremy Zucker,0,u,46
5559,Jon Bellion,1,v,47
5560,Yungblud,0,u,46
5561,Jaira Burns,0,u,46
5562,Elohim,0,p,41
5563,Rosemary & Garlic,0,u,46
5564,Vybz Kartel,1,v,47
5565,Trinidad Cardona,0,u,46
5566,Popcaan,1,v,47
5567,Tommy Lee,1,v,47
