Id,Label,timeset,weight,color,modularity_class
4732,Kronos Quartet,,0,u,6
4733,Infectious Grooves,,0,u,8
4734,Chris Lord-Alge,,0,u,1
4735,Cherish,,0,u,1
4736,Cherry Poppin' Daddies,,0,A,9
4737,The Futureheads,,0,u,2
4738,Issac Delgado,,0,u,7
4739,Chris de Burgh,,0,u,2
4740,Koop,,0,u,9
4741,Kula Shaker,,0,u,0
4742,Kurt Elling,,0,A,1
4743,The Jazz Crusaders,,2,v,7
4744,La Bouche,,0,u,2
4745,J.K. & Co.,,0,u,2
4746,Compound Red,,0,u,14
4747,Lacuna Coil,,0,u,8
4748,Hellogoodbye,,0,G,14
4749,Battles,,0,u,2
4750,Chris Thile,,0,u,5
4751,Lara Fabian,,0,u,1
4752,Ladytron,,1,p,2
4753,The Normal,,1,v,2
4754,Aqualung,,0,u,2
4755,Jagjit Singh,,0,v,11
4756,Alec Wilder,,1,v,6
4757,Billy May,,1,v,6
4758,Jaheim,,1,u,9
4759,Eric BenÃ©t,,2,u,9
4760,Will Downing,,1,u,9
4761,Crumb,,0,u,2
4762,Clarence Clemons,,0,u,9
4763,Gym Class Heroes,,0,u,9
4764,Leela James,,0,u,1
4765,Cupid,,0,u,9
4766,The Donnas,,0,u,2
4767,Barney,,0,u,4
4768,Joanna Newsom,,0,q,3
4769,Dorival Caymmi,,1,v,7
4770,Jacob Do Bandolim,,2,v,7
4771,The Maytals,,1,v,2
4772,James Morrison,,0,u,6
4773,The Crests,,0,u,1
4774,James Newton Howard,,0,u,6
4775,Evanescence,,0,j,8
4776,The Decemberists,,0,u,2
4777,Barcelona,,0,u,2
4778,Explosions in the Sky,,0,u,2
4779,Dirty Vegas,,0,u,2
4780,Tony Vega,,0,u,7
4781,Bennie Maupin,,0,u,6
4782,Shai,,0,u,9
4783,Joey McIntyre,,1,v,9
4784,Dyke & the Blazers,,0,u,9
4785,E.U.,,0,u,9
4786,Shanice,,0,u,1
4787,Stabbing Westward,,0,u,8
4788,Cockney Rejects,,1,u,14
4789,Keren Ann,,0,o,1
4790,Diplo,,1,D,2
4791,Fila Brazillia,,1,v,2
4792,Electronic,,1,u,2
4793,Philip Bailey,,1,v,9
4794,Faithless,,1,o,2
4795,FM,,0,u,8
4796,CocoRosie,,0,j,2
4797,Fenix TX,,0,h,14
4798,EMF,,0,u,2
4799,Robert Francis,,0,u,0
4800,Doctor Ross,,0,v,0
4801,Fantasia,,0,u,1
4802,Kandi,,2,v,1
4803,Eddie Gale,,0,u,6
4804,Pierre Boulez,,0,v,6
4805,Eddie Shaw,,0,v,0
4806,Dolores Keane,,0,v,3
4807,Huey Lewis,,1,u,0
4808,Alfredo Gutierrez,,1,v,7
4809,Roberto Torres,,1,v,7
4810,Lisandro Meza,,1,v,7
4811,DiÃ³medes DÃ­az,,1,v,7
4812,Los Corraleros de Majagual,,1,v,7
4813,Laurindo Almeida,,1,v,7
4814,Toshiko Akiyoshi,,0,u,6
4815,Ralph Burns,,1,v,6
4816,Bobby Marchan,,1,v,1
4817,Finger Eleven,,0,u,8
4818,EmilÃ­ana Torrini,,1,o,3
4819,Flesh for Lulu,,0,u,2
4820,Dory Previn,,0,v,1
4821,Fun Lovin' Criminals,,1,u,9
4822,Gregory Hines,,0,v,1
4823,Casting Crowns,,0,u,10
4824,Catch 22,,0,h,14
4825,Grady Tate,,3,u,6
4826,Dream,,0,u,1
4827,The Dream Academy,,0,u,8
4828,Twila Paris,,0,u,9
4829,Drop Nineteens,,0,u,2
4830,Gang Green,,2,v,14
4831,LÃ©o FerrÃ©,,1,v,1
4832,Doves,,0,u,2
4833,Grim Reaper,,0,u,8
4834,Vertical Horizon,,0,u,0
4835,Luther Ingram,,0,u,9
4836,Alvin Lee,,1,v,0
4837,Cornelio Reyna,,1,v,0
4838,Los RelÃ¡mpagos del Norte,,1,v,0
4839,"Luther ""Guitar Junior"" Johnson",,0,u,0
4840,Charlie Hunter,,0,u,6
4841,Turtle Island String Quartet,,0,u,5
4842,JÃ³hann JÃ³hannsson,,0,u,2
4843,Tyrese,,0,u,9
4844,VÃ­ctor Manuelle,,0,u,7
4845,Joe Nichols,,2,u,5
4846,Jamie O'Neal,,0,u,5
4847,Jamie Principle,,1,u,9
4848,Lou Gramm,,0,u,3
4849,Vince Neil,,0,u,0
4850,Russell Malone,,0,u,6
4851,Joel Grey,,0,v,1
4852,Jane Monheit,,0,u,1
4853,Vonda Shepard,,0,u,1
4854,John Cafferty & the Beaver Brown Band,,0,u,0
4855,VolovÃ¡n,,0,u,7
4856,Uncle Sam,,0,u,9
4857,MÃºm,,2,p,2
4858,Jean Knight,,0,u,1
4859,Wade Bowen,,1,u,5
4860,Jenny Lewis,,0,u,5
4861,John Petrucci,,0,u,0
4862,Deep Blue Something,,0,u,0
4863,Bob Eberly,,1,v,1
4864,Jess Stacy,,1,v,1
4865,Leftover Salmon,,0,u,5
4866,The Millennium,,0,u,2
4867,John Legend,,3,j,9
4868,Deitrick Haddon,,0,u,9
4869,Debra Laws,,0,u,1
4870,Dawn Upshaw,,0,u,1
4871,The Sylvers,,2,v,9
4872,Hinder,,0,u,8
4873,Deva Premal,,0,u,6
4874,Devin Townsend,,0,u,0
4875,Grizzly Bear,,1,u,2
4876,Johnny Tillotson,,0,v,5
4877,Whoopi Goldberg,,0,u,4
4878,Dick Curless,,0,v,5
4879,Jon Bon Jovi,,0,u,0
4880,Frankie Carle,,1,v,6
4881,Bert Kaempfert,,1,v,6
4882,AndrÃ© Kostelanetz,,1,v,6
4883,LiberaciÃ³n,,0,u,1
4884,Horace Brown,,0,u,9
4885,Horace Parlan,,0,u,6
4886,El Chicano,,0,u,0
4887,Lightning Bolt,,0,u,8
4888,Maria McKee,,0,u,3
4889,Dierks Bentley,,2,u,5
4890,Liam Lynch,,0,u,3
4891,Louie Ramirez,,0,v,7
4892,Loose Ends,,0,u,9
4893,Lo Fidelity Allstars,,0,u,2
4894,Marisa Monte,,0,u,7
4895,Joyce,,1,v,7
4896,Loudness,,0,u,8
4897,Robben Ford,,0,u,6
4898,Lori McKenna,,0,u,3
4899,Rocket from the Crypt,,2,u,14
4900,Samantha Mumba,,0,u,1
4901,Chuckii Booker,,1,v,12
4902,Mark Morrison,,0,v,12
4903,Ron White,,0,u,4
4904,Lisa Fischer,,0,u,1
4905,The Babys,,1,v,8
4906,Pepe Aguilar,,0,u,7
4907,Junior Byles,,1,v,13
4908,Julieta Venegas,,0,u,7
4909,Jumbo,,0,u,7
4910,Julia Fordham,,0,u,3
4911,Rokia TraorÃ©,,0,v,1
4912,Save Ferris,,0,u,14
4913,Lit,,0,u,8
4914,Savage Garden,,0,t,2
4915,Nic Jones,,1,v,3
4916,Vanessa-Mae,,0,u,6
4917,Vanessa Bell Armstrong,,0,u,1
4918,Little Caesar,,0,u,8
4919,Vanessa Carlton,,0,o,3
4920,Velvet Revolver,,0,u,8
4921,SÃ©bastien Tellier,,0,u,2
4922,Jeffrey Gaines,,0,u,2
4923,Jennifer Paige,,0,u,1
4924,Michael Wycoff,,0,u,9
4925,D.J. Rogers,,1,v,9
4926,Section 25,,0,u,2
4927,Peter Erskine,,0,u,6
4928,Mel Lewis,,1,u,6
4929,Peter Bjorn and John,,1,u,2
4930,Pete Yorn,,0,u,5
4931,Phantom Planet,,0,u,2
4932,Norman Connors,,0,u,6
4933,Clap Your Hands Say Yeah,,0,u,2
4934,Ne-Yo,,2,u,9
4935,Mark-Almond,,0,u,0
4936,Lola Flores,,1,v,7
4937,Jerry Ross,,0,v,1
4938,Marlena Shaw,,0,u,9
4939,Marques Houston,,1,u,9
4940,Richard Cheese,,0,T,0
4941,Pitchshifter,,0,u,8
4942,Rotary Connection,,1,u,3
4943,RuPaul,,0,t,1
4944,Kaki King,,0,u,3
4945,Richard Elliot,,0,u,6
4946,Ruby,,0,o,2
4947,Kaskade,,1,u,2
4948,Powderfinger,,0,u,2
4949,Brooklyn Bridge,,1,u,2
4950,Primitive Radio Gods,,1,u,6
4951,Los Reyes del Camino,,0,u,7
4952,Egg Hunt,,1,v,14
4953,Keane,,2,u,2
4954,Pulse Ultra,,0,u,8
4955,Quarterflash,,0,u,3
4956,John Stewart,,1,v,3
4957,Keel,,0,u,8
4958,Natalia Lafourcade,,0,u,7
4959,Katy Perry,,5,s,1
4960,The Fray,,3,u,2
4961,Mary Mary,,0,u,1
4962,Corb Lund,,0,u,3
4963,Rachael Yamagata,,0,h,3
4964,Carrie Underwood,,1,u,5
4965,Nelson,,0,u,0
4966,Arif Mardin,,1,v,6
4967,Mat Kearney,,0,u,6
4968,Brett Dennen,,0,u,3
4969,KT Tunstall,,0,h,3
4970,Mary Youngblood,,0,u,3
4971,Raheem DeVaughn,,1,u,9
4972,Bullet for My Valentine,,0,u,8
4973,McFly,,1,u,14
4974,Randy VanWarmer,,0,u,3
4975,Mayday,,0,u,2
4976,Augustana,,0,u,0
4977,JosÃ© GonzÃ¡lez,,0,u,3
4978,Baby Rasta & Gringo,,1,v,13
4979,Nicky Jam,,0,v,13
4980,Janelle MonÃ¡e,,0,t,1
4981,The Browns,,1,v,5
4982,Nightwish,,1,u,8
4983,Nicole,,0,u,1
4984,Far East Movement,,0,u,9
4985,MercyMe,,0,u,10
4986,Russ Taff,,1,v,10
4987,Men at Work,,0,u,2
4988,TrentemÃ¸ller,,1,v,2
4989,Deadmau5,,2,u,2
4990,Metal Church,,0,u,8
4991,Merril Bainbridge,,0,u,3
4992,Red Rider,,0,u,0
4993,O-Town,,0,u,9
4994,Red Lorry Yellow Lorry,,0,u,2
4995,Reef,,0,u,0
4996,ReneÃ© Olstead,,0,u,1
4997,The O.C. Supertones,,0,d,14
4998,Michael BublÃ©,,0,u,1
4999,Republica,,0,u,2
5000,Revis,,0,u,8
5001,Michael Nyman,,1,u,2
5002,Michael Giacchino,,0,u,6
5003,Ocean Colour Scene,,0,u,2
5004,O'Bryan,,0,u,9
5005,The Muppets,,0,u,4
5006,Michal Urbaniak,,0,u,6
5007,The Olivia Tremor Control,,1,u,2
5008,Mijares,,0,u,0
5009,Midnight Star,,0,u,9
5010,The Radio Dept.,,0,u,2
5011,The Postal Service,,4,u,2
5012,The Romantics,,0,u,2
5013,The Producers,,0,u,2
5014,Mike Reid,,0,u,5
5015,Band of Horses,,1,u,2
5016,Los Secretos,,0,u,3
5017,Otep,,0,u,8
5018,The Saw Doctors,,0,u,3
5019,(hed) p.e.,,0,u,8
5020,Werly Fairburn,,1,v,5
5021,Alice Smith,,0,p,1
5022,Bat for Lashes,,0,j,3
5023,Hans Zimmer,,3,u,6
5024,Geoff Zanelli,,0,u,6
5025,Gnarls Barkley,,2,u,9
5026,Christian Finnegan,,0,u,4
5027,The Sword,,0,u,8
5028,Mayday Parade,,0,u,14
5029,Further Seems Forever,,1,v,14
5030,The Knocks,,0,u,2
5031,Someone Still Loves You Boris Yeltsin,,0,u,2
5032,4 Non Blondes,,1,u,1
5033,The Thermals,,1,u,2
5034,45 Grave,,0,u,8
5035,A Static Lullaby,,0,u,14
5036,The Tornados,,0,u,0
5037,The Veldt,,0,u,2
5038,The Tremeloes,,1,u,0
5039,The Whites,,0,v,5
5040,Alborosie,,0,v,13
5041,3 Inches of Blood,,0,u,8
5042,Sugababes,,2,t,1
5043,Escape the Fate,,0,u,8
5044,The Von Bondies,,0,u,0
5045,MUTEMATH,,0,p,2
5046,Thomas Newman,,0,u,6
5047,Aaron Carter,,1,u,9
5048,Thousand Foot Krutch,,0,u,8
5049,Sunshine Anderson,,0,u,1
5050,Therapy?,,0,u,8
5051,Monifah,,0,u,1
5052,Thunder,,0,u,8
5053,Adiemus,,0,u,6
5054,Armor for Sleep,,0,u,14
5055,Moxy FrÃ¼vous,,0,u,2
5056,Tim Hecker,,0,u,2
5057,Tom Cochrane,,0,u,0
5058,Alan Silvestri,,0,u,6
5059,Kaiser Chiefs,,0,u,2
5060,Brass Construction,,0,u,9
5061,Akon,,2,u,9
5062,Alannah Myles,,0,u,3
5063,Brant Bjork,,0,u,0
5064,Brad Mehldau,,0,u,6
5065,Breaking Benjamin,,0,u,8
5066,Brian Kennedy,,0,u,9
5067,N'Dea Davenport,,0,u,1
5068,Musical Youth,,0,u,9
5069,Musiq Soulchild,,2,u,9
5070,Cornelius Brothers & Sister Rose,,1,v,9
5071,Heather Headley,,0,u,1
5072,Tommy Edwards,,0,u,1
5073,Mychael Danna,,0,u,6
5074,Tom Robinson Band,,1,v,14
5075,Broadcast,,1,l,2
5076,Toninho Horta,,0,u,7
5077,The Brothers Four,,0,v,3
5078,The Easy Riders,,1,v,3
5079,Black Moth Super Rainbow,,0,u,2
5080,Mr. Vegas,,0,u,13
5081,A Day to Remember,,0,Q,14
5082,Sunny Sweeney,,0,u,5
5083,Holly Dunn,,1,v,5
5084,Mandisa,,0,u,1
5085,Streetlight Manifesto,,0,Q,14
5086,Morton Feldman,,0,v,2
5087,Georges Delerue,,0,u,6
5088,Leona Lewis,,1,u,1
5089,Guster,,0,u,2
5090,George Lopez,,0,u,4
5091,Candy Dulfer,,0,u,6
5092,Calvin Harris,,3,g,2
5093,Wilbert Harrison,,1,v,0
5094,Calvin Richardson,,0,u,9
5095,Giant,,0,u,8
5096,Gomez,,0,h,0
5097,Giorgia,,0,u,0
5098,Girls,,0,u,2
5099,Goldrush,,0,u,2
5100,Giuffria,,0,u,8
5101,Hank Cochran,,0,v,5
5102,Glass Tiger,,0,u,3
5103,Harvey Danger,,0,u,2
5104,Dan Bern,,0,l,3
5105,Mali Music,,0,v,0
5106,Goldfrapp,,2,F,2
5107,Nick Cave & the Bad Seeds,,1,v,2
5108,Dan the Automator,,0,u,2
5109,Danger Danger,,0,u,8
5110,Daniel Bedingfield,,0,u,9
5111,Man Man,,0,h,8
5112,Marc Johnson,,0,u,6
5113,Herb Alpert & the Tijuana Brass,,0,v,7
5114,Henry Gross,,0,u,3
5115,Marah,,0,u,0
5116,Darius Rucker,,0,u,5
5117,Alter Bridge,,0,u,8
5118,Hiroshima,,0,u,1
5119,Dave Barnes,,0,u,3
5120,Dave Dudley,,0,u,5
5121,Zack de la Rocha,,0,u,14
5122,Vanessa Hudgens,,0,u,1
5123,Dirty Pretty Things,,0,u,2
5124,The Veronicas,,0,u,3
5125,Tommy Trash,,0,u,2
5126,Beirut,,0,u,2
5127,Rodrigo Amarante,,0,u,7
5128,The Wonder Years,,1,u,14
5129,Comeback Kid,,1,v,14
5130,DÃ¢m-Funk,,1,u,9
5131,Mtume,,1,v,9
5132,The Red Jumpsuit Apparatus,,0,u,14
5133,Teddybears,,0,u,13
5134,Freur,,0,u,2
5135,Donell Jones,,1,u,9
5136,From Autumn to Ashes,,0,u,14
5137,Frou Frou,,0,o,3
5138,The White Tie Affair,,0,u,14
5139,Justin Nozuka,,0,u,3
5140,Fleet Foxes,,1,u,3
5141,Foals,,1,u,2
5142,Kodomo,,0,u,2
5143,Little Dragon,,0,F,2
5144,Duffy,,0,u,1
5145,Forever the Sickest Kids,,0,u,14
5146,Sharon Jones,,0,u,9
5147,Lady Gaga,,3,t,1
5148,Lykke Li,,0,u,2
5149,Selena Gomez,,0,u,1
5150,Demi Lovato,,1,t,1
5151,The Ting Tings,,0,U,2
5152,The War on Drugs,,0,u,0
5153,Karina,,0,u,1
5154,Rev Theory,,0,u,8
5155,Beach House,,0,W,2
5156,Bingo Players,,0,u,2
5157,3OH!3,,0,u,8
5158,Black Kids,,0,u,2
5159,Delta Spirit,,0,u,2
5160,Crystal Shawanda,,0,u,5
5161,Noah and the Whale,,0,u,3
5162,White Lies,,0,u,2
5163,Friendly Fires,,0,u,2
5164,Jake Owen,,2,u,5
5165,Passion Pit,,0,u,2
5166,Bag Raiders,,0,u,2
5167,STRFKR,,0,u,2
5168,El Guincho,,0,u,7
5169,Hey Monday,,0,u,14
5170,The Script,,1,u,9
5171,Never Shout Never,,0,u,14
5172,Matt Simons,,0,u,2
5173,The-Dream,,3,u,9
5174,Colt Ford,,1,u,5
5175,LMFAO,,1,u,2
5176,Bruno Mars,,2,l,9
5177,Stacy Barthe,,0,u,9
5178,Jigsaw,,0,u,2
5179,Cash Cash,,1,u,2
5180,Vengaboys,,1,v,2
5181,ATB,,1,v,2
5182,The Lonely Island,,0,u,9
5183,Melanie Fiona,,0,u,1
5184,Wavves,,0,u,2
5185,Shinyribs,,0,u,0
5186,Ida Maria,,0,p,2
5187,Cage the Elephant,,0,u,2
5188,Kristinia DeBarge,,0,t,1
5189,La Roux,,0,u,2
5190,Mumford & Sons,,1,u,3
5191,Matthew Halsall,,0,u,6
5192,Lukas Nelson,,0,u,0
5193,Nils Frahm,,0,u,2
5194,The Alan Parsons Project,,0,u,8
5195,Max Frost,,0,u,1
5196,Laura Bell Bundy,,0,u,5
5197,Ideal,,0,u,9
5198,Louis and Bebe Barron,,0,v,2
5199,Chris Young,,0,u,5
5200,Sheppard,,0,u,2
5201,Parkway Drive,,0,u,8
5202,Passenger,,0,u,3
5203,Slim,,1,u,9
5204,Karnivool,,1,u,8
5205,Christopher Tin,,0,v,2
5206,Jerrod Niemann,,0,u,5
5207,Cate Le Bon,,0,m,2
5208,Daniel Tosh,,0,u,4
5209,Josh Ward,,0,u,5
5210,Wisin & Yandel,,1,u,13
5211,Chino & Nacho,,0,v,13
5212,Tribal Seeds,,0,u,13
5213,Santigold,,0,H,2
5214,Daya,,0,u,2
5215,Tori Kelly,,1,v,2
5216,Jeremih,,0,u,9
5217,Trin-i-tee 5:7,,0,u,9
5218,Nosaj Thing,,1,u,2
5219,Brett Young,,0,u,9
5220,Miike Snow,,0,u,2
5221,She & Him,,0,u,3
5222,Asking Alexandria,,0,u,8
5223,Jesse Boykins III,,0,u,1
5224,Best Coast,,0,u,14
5225,Ellie Goulding,,0,W,1
5226,Florence + the Machine,,2,f,2
5227,Oneohtrix Point Never,,0,u,2
5228,Easton Corbin,,1,u,5
5229,Daley,,0,u,1
5230,Kat Graham,,0,u,1
5231,The Pretty Reckless,,0,u,2
5232,Swedish House Mafia,,2,u,2
5233,Mike Posner,,0,u,5
5234,Future Islands,,0,u,2
5235,Moe Bandy & Joe Stampley,,0,v,5
5236,Mulatu Astatke,,0,u,6
5237,Andy Grammer,,0,u,3
5238,X Japan,,0,u,8
5239,Elevation Worship,,0,u,2
5240,The Cab,,0,u,14
5241,Rationale,,0,u,9
5242,Deer Tick,,0,h,3
5243,The Dap-Kings Horns,,0,u,9
5244,William Michael Morgan,,0,u,5
5245,Teyana Taylor,,0,u,1
5246,Kurt Vile,,0,u,2
5247,Cory Morrow,,1,v,5
5248,Josh Abbott Band,,0,u,5
5249,One OK Rock,,0,u,14
5250,Tame Impala,,0,u,2
5251,Fever Ray,,0,j,2
5252,Local Natives,,1,u,2
5253,Surface,,1,v,9
5254,Kevin Lyttle,,0,u,9
5255,Broken Bells,,0,u,2
5256,Major Lazer,,0,u,13
5257,Imagine Dragons,,0,u,2
5258,Kevin Morby,,0,u,3
5259,Them Crooked Vultures,,0,u,8
5260,Sleigh Bells,,1,u,2
5261,The Summer Set,,0,u,14
5262,Sir Charles Jones,,0,u,9
5263,"Defiance, Ohio",,0,v,14
5264,The SteelDrivers,,0,u,5
5265,The Temper Trap,,0,u,2
5266,Laura Marling,,0,o,3
5267,The Bloody Beetroots,,0,j,2
5268,Carly Rae Jepsen,,0,u,3
5269,Katie Herzig,,2,v,3
5270,The Glitch Mob,,0,u,9
5271,Travis Greene,,0,u,9
5272,CHAPPO,,0,u,9
5273,Rita Ora,,0,u,1
5274,Rend Collective,,0,u,10
5275,Phantogram,,0,G,2
5276,Fun.,,0,u,2
5277,Hot Chelle Rae,,0,o,2
5278,The Civil Wars,,0,u,3
5279,Washed Out,,0,u,2
5280,Toro y Moi,,0,u,2
5281,Two Door Cinema Club,,0,u,2
5282,Verse Simmonds,,0,u,9
5283,Boyce Avenue,,0,u,2
5284,Justin Bieber,,1,u,9
5285,Ariana Grande,,0,u,1
5286,Lincoln,,0,u,14
5287,Grimes,,1,p,2
5288,Stateless,,0,E,2
5289,Curtis Grimes,,0,u,5
5290,Sky Ferreira,,0,u,1
5291,Skrillex,,1,u,2
5292,Terrace Martin,,0,u,6
5293,Frank Reyes,,1,v,7
5294,Romeo Santos,,0,u,7
5295,Camilo Sesto,,1,v,7
5296,RaulÃ­n RodrÃ­guez,,1,v,7
5297,Seasons After,,0,u,8
5298,The Band Perry,,0,u,5
5299,Eric Bellinger,,0,u,9
5300,Of Mice & Men,,0,u,8
5301,Emmure,,1,v,8
5302,Eric Paslay,,0,u,5
5303,K. Michelle,,0,u,1
5304,Eric Prydz,,1,v,2
5305,Avicii,,2,u,2
5306,Benny Benassi,,1,v,2
5307,Nick Jonas & the Administration,,0,u,9
5308,Small Black,,0,u,2
5309,Allstar Weekend,,0,u,14
5310,Neon Trees,,0,u,2
5311,Twenty One Pilots,,0,u,5
5312,Charles Bradley,,0,u,9
5313,Tink,,0,u,1
5314,Thundercat,,0,u,6
5315,Baths,,0,p,2
5316,James Blake,,2,u,3
5317,JÃ³nsi,,0,u,2
5318,Lianne La Havas,,0,u,1
5319,The Boys,,0,u,9
5320,Perfume Genius,,0,m,2
5321,Logan Mize,,0,u,5
5322,Black Veil Brides,,0,X,8
5323,The Head and the Heart,,0,u,3
5324,The Wanted,,1,u,9
5325,Blue,,1,v,9
5326,Christina Perri,,0,u,3
5327,Sam Smith,,0,u,1
5328,Nick Jonas,,0,u,9
5329,BJ the Chicago Kid,,0,u,9
5330,Olly Murs,,0,u,9
5331,Gigi Masin,,0,u,3
5332,Twin Shadow,,0,u,1
5333,Foster the People,,0,u,2
5334,Disclosure,,0,u,2
5335,Com Truise,,0,u,2
5336,Big Time Rush,,0,u,1
5337,A*Teens,,1,u,1
5338,Mindless Behavior,,0,u,9
5339,Canaan Smith,,0,u,5
5340,Miguel,,3,u,9
5341,Jonathan McReynolds,,0,u,5
5342,Lord Huron,,0,u,2
5343,Jamie Lawson,,0,u,3
5344,Jessie Ware,,0,u,1
5345,Young the Giant,,0,u,3
5346,Frank Ocean,,3,u,9
5347,Kimbra,,0,p,9
5348,Jessie J,,0,h,1
5349,Jeremy Soule,,0,u,6
5350,Skylar Grey,,1,u,3
5351,Kevin Garrett,,0,u,9
5352,Gallant,,1,u,9
5353,Absofacto,,0,u,2
5354,Ed Sheeran,,2,u,3
5355,Feed Me,,0,u,2
5356,Cher Lloyd,,0,u,1
5357,Mndsgn,,0,u,9
5358,The Weeknd,,2,G,9
5359,Sam Hunt,,0,u,5
5360,Periphery,,0,u,8
5361,Tedeschi Trucks Band,,0,T,0
5362,Tyler Farr,,0,u,5
5363,Jana Kramer,,0,u,5
5364,Scotty McCreery,,0,u,5
5365,Ronnie Dunn,,1,v,5
5366,Pham,,0,u,2
5367,Lorn,,1,v,2
5368,Flume,,2,v,2
5369,Zendaya,,0,u,1
5370,Bridgit Mendler,,1,v,1
5371,JhenÃ© Aiko,,0,u,1
5372,The Districts,,0,u,0
5373,Pistol Annies,,0,u,5
5374,A Winged Victory for the Sullen,,0,u,2
5375,Michael Kiwanuka,,0,u,9
5376,One Direction,,1,u,9
5377,Tory Lanez,,0,u,9
5378,Zedd,,1,u,2
5379,Lana Del Rey,,0,u,3
5380,Matthew Koma,,0,u,0
5381,Cole Swindell,,0,u,5
5382,Elle Varner,,0,u,1
5383,Kishi Bashi,,0,u,2
5384,Alabama Shakes,,0,u,9
5385,Steve Angello,,1,v,2
5386,3LAU,,0,u,2
5387,Allen Stone,,0,u,9
5388,Meghan Trainor,,0,h,1
5389,King Krule,,1,u,3
5390,Robert Glasper Experiment,,0,u,6
5391,Natural Child,,0,u,5
5392,The Internet,,0,u,1
5393,Electric Guest,,0,u,9
5394,Little Mix,,0,u,1
5395,Harry Styles,,0,u,2
5396,Niall Horan,,0,u,5
5397,Wild Party,,0,u,2
5398,Alt-J,,2,u,2
5399,WZRD,,0,u,8
5400,Mac DeMarco,,0,u,2
5401,The Lumineers,,1,u,3
5402,Father John Misty,,0,u,3
5403,Romare,,0,u,9
5404,The Piano Guys,,0,u,6
5405,Destructo,,0,u,8
5406,Jetta,,0,u,1
5407,Dan Croll,,0,u,3
5408,Cherub,,0,u,2
5409,Atlas Genius,,0,u,2
5410,Florida Georgia Line,,0,u,5
5411,Dallas Smith,,0,u,5
5412,The 1975,,0,u,2
5413,Northlane,,0,u,8
5414,R5,,0,u,9
5415,John Newman,,0,u,3
5416,Becky G,,0,u,1
5417,Jenni Rivera,,1,v,1
5418,Crown the Empire,,0,u,8
5419,Foxes,,0,p,2
5420,Baauer,,0,D,2
5421,Flosstradamus,,1,v,2
5422,Jonn Hart,,0,u,9
5423,Timeflies,,0,u,14
5424,Hiatus Kaiyote,,0,u,1
5425,A*M*E,,0,u,1
5426,Sevyn Streeter,,0,u,1
5427,Niagara,,0,u,2
5428,Echosmith,,0,u,2
5429,August Alsina,,0,u,9
5430,Lukas Graham,,0,u,13
5431,Upchurch,,0,u,5
5432,Cashmere Cat,,0,u,2
5433,Hudson Mohawke,,1,v,2
5434,TGT,,0,u,9
5435,LSG,,1,v,9
5436,Lorde,,0,u,3
5437,Vision,,0,u,2
5438,A Great Big World,,0,u,3
5439,Moose Blood,,0,u,8
5440,Kat Dahlia,,0,h,1
5441,Zara Larsson,,0,u,1
5442,The Cadillac Three,,0,u,0
5443,Real Friends,,0,u,14
5444,Adrian Marcel,,0,u,9
5445,Nick Hakim,,0,u,9
5446,Chastity Belt,,0,u,2
5447,Hozier,,0,u,3
5448,Mary Lambert,,0,u,3
5449,Fifth Harmony,,0,u,1
5450,FKA twigs,,0,H,2
5451,Together PANGEA,,0,u,8
5452,The Interrupters,,0,h,14
5453,Vance Joy,,0,u,2
5454,Twin Forks,,0,u,5
5455,George Ezra,,0,h,3
5456,Bombay Bicycle Club,,1,v,3
5457,Justine Skye,,0,u,1
5458,SoMo,,0,u,9
5459,Jordan Knight,,1,v,9
5460,Daniel Caesar,,0,u,9
5461,5 Seconds of Summer,,0,u,14
5462,Neck Deep,,0,R,14
5463,State Champs,,0,u,14
5464,Phoebe Ryan,,0,u,1
5465,Andra Day,,0,u,1
5466,Meg Myers,,0,u,3
5467,MisterWives,,0,u,14
5468,Starset,,0,u,8
5469,Magic!,,0,u,14
5470,Big Data,,0,u,2
5471,Moti,,0,u,2
5472,Kehlani,,0,u,1
5473,TeeFLii,,0,u,9
5474,Tinashe,,0,u,1
5475,Mickey Guyton,,0,u,5
5476,Bando Jonez,,0,u,9
5477,VEDO,,0,u,9
5478,Jessie James Decker,,0,u,5
5479,Anthony Lewis,,0,u,9
5480,Troye Sivan,,0,u,9
5481,Little May,,0,u,2
5482,Shawn Mendes,,0,u,9
5483,Francesco Yates,,0,u,9
5484,Chase Bryant,,0,u,5
5485,The Neptunes,,1,v,15
5486,Kaytranada,,0,v,15
5487,Karen Harding,,0,u,1
5488,Raury,,0,u,9
5489,Kygo,,0,u,2
5490,Jackie Lee,,0,u,9
5491,PVRIS,,0,u,14
5492,Jordan Rakei,,0,u,9
5493,Fat Freddy's Drop,,1,v,9
5494,BÃ˜RNS,,0,u,2
5495,Jack Garratt,,0,K,9
5496,The Marcus King Band,,0,u,0
5497,Charlie Puth,,0,u,3
5498,Luke Kaufman,,0,u,5
5499,Natalie La Rose,,0,u,1
5500,LANY,,0,u,9
5501,The Oh Hellos,,0,u,2
5502,The Middle East,,1,v,2
5503,Fleurie,,0,u,2
5504,Jordan Fisher,,0,u,9
5505,HONNE,,0,u,9
5506,Leon Bridges,,0,u,9
5507,Sarah Ross,,0,u,5
5508,Bibi Bourelly,,0,u,1
5509,Cheat Codes,,0,u,2
5510,Nicky Romero,,1,v,2
5511,Rainbow Kitten Surprise,,0,u,0
5512,Camila Cabello,,0,u,7
5513,Kaleo,,0,u,0
